Country,Year,Resource,per_1000,pct_GDP,avg_GDP,avg_GDP_rankByincome,pct_Elder,OECD,CountryVsSG_beds,CountryVsSG_drs,CountryVsSG_nurses,Income_group
Canada,2010,Nurse,9.37,10.659,10.4702,28,14.127,OECD,less beds,more drs,more nurses,High income
Canada,2011,Bed,2.8,10.315,10.4702,28,14.43,OECD,less beds,more drs,more nurses,High income
Canada,2011,Dr,2.46,10.315,10.4702,28,14.43,OECD,less beds,more drs,more nurses,High income
Canada,2011,Nurse,9.29,10.315,10.4702,28,14.43,OECD,less beds,more drs,more nurses,High income
Canada,2012,Bed,2.79,10.429,10.4702,28,14.85,OECD,less beds,more drs,more nurses,High income
Canada,2012,Dr,2.51,10.429,10.4702,28,14.85,OECD,less beds,more drs,more nurses,High income
Canada,2012,Nurse,9.4,10.429,10.4702,28,14.85,OECD,less beds,more drs,more nurses,High income
Canada,2013,Bed,2.72,10.34,10.4702,28,15.258,OECD,less beds,more drs,more nurses,High income
Canada,2013,Dr,2.57,10.34,10.4702,28,15.258,OECD,less beds,more drs,more nurses,High income
Canada,2013,Nurse,9.54,10.34,10.4702,28,15.258,OECD,less beds,more drs,more nurses,High income
Canada,2014,Bed,2.67,10.25,10.4702,28,15.64,OECD,less beds,more drs,more nurses,High income
Canada,2014,Dr,2.62,10.25,10.4702,28,15.64,OECD,less beds,more drs,more nurses,High income
Canada,2014,Nurse,9.81,10.25,10.4702,28,15.64,OECD,less beds,more drs,more nurses,High income
Canada,2015,Bed,2.62,10.683,10.4702,28,16.027,OECD,less beds,more drs,more nurses,High income
Canada,2015,Dr,2.67,10.683,10.4702,28,16.027,OECD,less beds,more drs,more nurses,High income
Canada,2015,Nurse,9.91,10.683,10.4702,28,16.027,OECD,less beds,more drs,more nurses,High income
Canada,2016,Bed,2.6,10.979,10.4702,28,16.397,OECD,less beds,more drs,more nurses,High income
Canada,2016,Dr,2.69,10.979,10.4702,28,16.397,OECD,less beds,more drs,more nurses,High income
Canada,2016,Nurse,9.96,10.979,10.4702,28,16.397,OECD,less beds,more drs,more nurses,High income
Canada,2017,Bed,2.53,10.79,10.4702,28,16.792,OECD,less beds,more drs,more nurses,High income
Canada,2017,Dr,2.73,10.79,10.4702,28,16.792,OECD,less beds,more drs,more nurses,High income
Canada,2017,Nurse,10,10.79,10.4702,28,16.792,OECD,less beds,more drs,more nurses,High income
Czechia,2008,Bed,7.21,6.36,7.167,9,14.723,OECD,more beds,more drs,more nurses,High income
Czechia,2008,Dr,3.56,6.36,7.167,9,14.723,OECD,more beds,more drs,more nurses,High income
Czechia,2008,Nurse,7.97,6.36,7.167,9,14.723,OECD,more beds,more drs,more nurses,High income
Czechia,2009,Bed,7.14,7.293,7.167,9,15.044,OECD,more beds,more drs,more nurses,High income
Czechia,2009,Dr,3.58,7.293,7.167,9,15.044,OECD,more beds,more drs,more nurses,High income
Czechia,2009,Nurse,8.09,7.293,7.167,9,15.044,OECD,more beds,more drs,more nurses,High income
Czechia,2010,Bed,7.3,6.928,7.167,9,15.373,OECD,more beds,more drs,more nurses,High income
Czechia,2010,Dr,3.6,6.928,7.167,9,15.373,OECD,more beds,more drs,more nurses,High income
Czechia,2010,Nurse,8.1,6.928,7.167,9,15.373,OECD,more beds,more drs,more nurses,High income
Czechia,2011,Bed,7.06,6.977,7.167,9,15.902,OECD,more beds,more drs,more nurses,High income
Czechia,2011,Dr,3.64,6.977,7.167,9,15.902,OECD,more beds,more drs,more nurses,High income
Czechia,2011,Nurse,8.03,6.977,7.167,9,15.902,OECD,more beds,more drs,more nurses,High income
Czechia,2012,Bed,6.93,7.028,7.167,9,16.503,OECD,more beds,more drs,more nurses,High income
Czechia,2012,Dr,3.67,7.028,7.167,9,16.503,OECD,more beds,more drs,more nurses,High income
Czechia,2012,Nurse,8.06,7.028,7.167,9,16.503,OECD,more beds,more drs,more nurses,High income
Czechia,2013,Bed,6.7,7.807,7.167,9,17.09,OECD,more beds,more drs,more nurses,High income
Czechia,2013,Dr,3.69,7.807,7.167,9,17.09,OECD,more beds,more drs,more nurses,High income
Czechia,2013,Nurse,7.99,7.807,7.167,9,17.09,OECD,more beds,more drs,more nurses,High income
Czechia,2014,Bed,6.68,7.653,7.167,9,17.605,OECD,more beds,NA,more nurses,High income
Czechia,2014,Dr,NA,7.653,7.167,9,17.605,OECD,more beds,NA,more nurses,High income
Czechia,2014,Nurse,7.93,7.653,7.167,9,17.605,OECD,more beds,NA,more nurses,High income
Czechia,2015,Bed,6.67,7.243,7.167,9,18.076,OECD,more beds,NA,more nurses,High income
Czechia,2015,Dr,NA,7.243,7.167,9,18.076,OECD,more beds,NA,more nurses,High income
Czechia,2015,Nurse,8.01,7.243,7.167,9,18.076,OECD,more beds,NA,more nurses,High income
Czechia,2016,Bed,6.66,7.15,7.167,9,18.555,OECD,more beds,NA,more nurses,High income
Czechia,2016,Dr,NA,7.15,7.167,9,18.555,OECD,more beds,NA,more nurses,High income
Czechia,2016,Nurse,8.07,7.15,7.167,9,18.555,OECD,more beds,NA,more nurses,High income
Czechia,2017,Bed,6.63,7.231,7.167,9,19.019,OECD,more beds,NA,more nurses,High income
Czechia,2017,Dr,NA,7.231,7.167,9,19.019,OECD,more beds,NA,more nurses,High income
Czechia,2017,Nurse,8.06,7.231,7.167,9,19.019,OECD,more beds,NA,more nurses,High income
Denmark,2008,Bed,3.57,9.511,10.1748,23,15.743,OECD,less beds,more drs,more nurses,High income
Denmark,2008,Dr,3.58,9.511,10.1748,23,15.743,OECD,less beds,more drs,more nurses,High income
Denmark,2008,Nurse,9.55,9.511,10.1748,23,15.743,OECD,less beds,more drs,more nurses,High income
Denmark,2009,Bed,3.49,10.674,10.1748,23,16.106,OECD,less beds,more drs,more nurses,High income
Denmark,2009,Dr,3.65,10.674,10.1748,23,16.106,OECD,less beds,more drs,more nurses,High income
Denmark,2009,Nurse,9.8,10.674,10.1748,23,16.106,OECD,less beds,more drs,more nurses,High income
Denmark,2010,Bed,3.5,10.333,10.1748,23,16.58,OECD,less beds,more drs,more nurses,High income
Denmark,2010,Dr,3.73,10.333,10.1748,23,16.58,OECD,less beds,more drs,more nurses,High income
Denmark,2010,Nurse,9.82,10.333,10.1748,23,16.58,OECD,less beds,more drs,more nurses,High income
Denmark,2011,Bed,3.13,10.153,10.1748,23,17.119,OECD,less beds,more drs,more nurses,High income
Denmark,2011,Dr,3.79,10.153,10.1748,23,17.119,OECD,less beds,more drs,more nurses,High income
Denmark,2011,Nurse,9.87,10.153,10.1748,23,17.119,OECD,less beds,more drs,more nurses,High income
Denmark,2012,Bed,NA,10.241,10.1748,23,17.653,OECD,NA,more drs,more nurses,High income
Denmark,2012,Dr,3.84,10.241,10.1748,23,17.653,OECD,NA,more drs,more nurses,High income
Denmark,2012,Nurse,9.96,10.241,10.1748,23,17.653,OECD,NA,more drs,more nurses,High income
Denmark,2013,Bed,3.07,10.17,10.1748,23,18.071,OECD,less beds,more drs,more nurses,High income
Denmark,2013,Dr,3.85,10.17,10.1748,23,18.071,OECD,less beds,more drs,more nurses,High income
Denmark,2013,Nurse,9.95,10.17,10.1748,23,18.071,OECD,less beds,more drs,more nurses,High income
Denmark,2014,Bed,2.69,10.172,10.1748,23,18.453,OECD,less beds,more drs,more nurses,High income
Denmark,2014,Dr,3.88,10.172,10.1748,23,18.453,OECD,less beds,more drs,more nurses,High income
Denmark,2014,Nurse,9.93,10.172,10.1748,23,18.453,OECD,less beds,more drs,more nurses,High income
Denmark,2015,Bed,2.53,10.227,10.1748,23,18.736,OECD,less beds,more drs,more nurses,High income
Denmark,2015,Dr,3.93,10.227,10.1748,23,18.736,OECD,less beds,more drs,more nurses,High income
Denmark,2015,Nurse,9.92,10.227,10.1748,23,18.736,OECD,less beds,more drs,more nurses,High income
Denmark,2016,Bed,2.6,10.145,10.1748,23,18.972,OECD,less beds,more drs,more nurses,High income
Denmark,2016,Dr,4,10.145,10.1748,23,18.972,OECD,less beds,more drs,more nurses,High income
Denmark,2016,Nurse,9.95,10.145,10.1748,23,18.972,OECD,less beds,more drs,more nurses,High income
Denmark,2017,Bed,2.61,10.122,10.1748,23,19.197,OECD,less beds,more drs,more nurses,High income
Denmark,2017,Dr,4.11,10.122,10.1748,23,19.197,OECD,less beds,more drs,more nurses,High income
Denmark,2017,Nurse,10.03,10.122,10.1748,23,19.197,OECD,less beds,more drs,more nurses,High income
Finland,2008,Bed,6.57,8.343,9.3209,18,16.631,OECD,more beds,more drs,more nurses,High income
Finland,2008,Dr,2.72,8.343,9.3209,18,16.631,OECD,more beds,more drs,more nurses,High income
Finland,2008,Nurse,13.14,8.343,9.3209,18,16.631,OECD,more beds,more drs,more nurses,High income
Finland,2009,Bed,6.25,9.161,9.3209,18,16.881,OECD,more beds,more drs,more nurses,High income
Finland,2009,Dr,2.83,9.161,9.3209,18,16.881,OECD,more beds,more drs,more nurses,High income
Finland,2009,Nurse,13.56,9.161,9.3209,18,16.881,OECD,more beds,more drs,more nurses,High income
Finland,2010,Bed,5.85,9.142,9.3209,18,17.26,OECD,more beds,more drs,more nurses,High income
Finland,2010,Dr,2.99,9.142,9.3209,18,17.26,OECD,more beds,more drs,more nurses,High income
Finland,2010,Nurse,13.86,9.142,9.3209,18,17.26,OECD,more beds,more drs,more nurses,High income
Finland,2011,Bed,5.52,9.223,9.3209,18,17.823,OECD,more beds,more drs,more nurses,High income
Finland,2011,Dr,2.99,9.223,9.3209,18,17.823,OECD,more beds,more drs,more nurses,High income
Finland,2011,Nurse,14.08,9.223,9.3209,18,17.823,OECD,more beds,more drs,more nurses,High income
Finland,2012,Bed,5.3,9.586,9.3209,18,18.451,OECD,more beds,more drs,more nurses,High income
Finland,2012,Dr,3.07,9.586,9.3209,18,18.451,OECD,more beds,more drs,more nurses,High income
Finland,2012,Nurse,14.2,9.586,9.3209,18,18.451,OECD,more beds,more drs,more nurses,High income
Finland,2013,Bed,4.87,9.805,9.3209,18,19.073,OECD,more beds,more drs,more nurses,High income
Finland,2013,Dr,3.15,9.805,9.3209,18,19.073,OECD,more beds,more drs,more nurses,High income
Finland,2013,Nurse,14.18,9.805,9.3209,18,19.073,OECD,more beds,more drs,more nurses,High income
Finland,2014,Bed,4.53,9.781,9.3209,18,19.664,OECD,more beds,more drs,more nurses,High income
Finland,2014,Dr,3.21,9.781,9.3209,18,19.664,OECD,more beds,more drs,more nurses,High income
Finland,2014,Nurse,14.26,9.781,9.3209,18,19.664,OECD,more beds,more drs,more nurses,High income
Finland,2015,Bed,4.35,9.645,9.3209,18,20.207,OECD,less beds,NA,NA,High income
Finland,2015,Dr,NA,9.645,9.3209,18,20.207,OECD,less beds,NA,NA,High income
Finland,2015,Nurse,NA,9.645,9.3209,18,20.207,OECD,less beds,NA,NA,High income
Finland,2016,Bed,3.97,9.378,9.3209,18,20.682,OECD,less beds,NA,NA,High income
Finland,2016,Dr,NA,9.378,9.3209,18,20.682,OECD,less beds,NA,NA,High income
Finland,2016,Nurse,NA,9.378,9.3209,18,20.682,OECD,less beds,NA,NA,High income
Finland,2017,Bed,3.28,9.145,9.3209,18,21.144,OECD,less beds,NA,NA,High income
Finland,2017,Dr,NA,9.145,9.3209,18,21.144,OECD,less beds,NA,NA,High income
Finland,2017,Nurse,NA,9.145,9.3209,18,21.144,OECD,less beds,NA,NA,High income
France,2008,Bed,6.9,10.512,11.2949,31,16.441,OECD,more beds,more drs,more nurses,High income
France,2008,Dr,3.31,10.512,11.2949,31,16.441,OECD,more beds,more drs,more nurses,High income
France,2008,Nurse,7.91,10.512,11.2949,31,16.441,OECD,more beds,more drs,more nurses,High income
France,2009,Bed,6.66,11.297,11.2949,31,16.553,OECD,more beds,more drs,more nurses,High income
France,2009,Dr,3.27,11.297,11.2949,31,16.553,OECD,more beds,more drs,more nurses,High income
France,2009,Nurse,8.19,11.297,11.2949,31,16.553,OECD,more beds,more drs,more nurses,High income
France,2010,Bed,6.43,11.24,11.2949,31,16.674,OECD,more beds,more drs,more nurses,High income
France,2010,Dr,3.27,11.24,11.2949,31,16.674,OECD,more beds,more drs,more nurses,High income
France,2010,Nurse,8.45,11.24,11.2949,31,16.674,OECD,more beds,more drs,more nurses,High income
France,2011,Bed,6.36,11.202,11.2949,31,16.939,OECD,more beds,more drs,more nurses,High income
France,2011,Dr,3.31,11.202,11.2949,31,16.939,OECD,more beds,more drs,more nurses,High income
France,2011,Nurse,8.71,11.202,11.2949,31,16.939,OECD,more beds,more drs,more nurses,High income
France,2012,Bed,6.34,11.313,11.2949,31,17.354,OECD,more beds,more drs,more nurses,High income
France,2012,Dr,3.32,11.313,11.2949,31,17.354,OECD,more beds,more drs,more nurses,High income
France,2012,Nurse,9.1,11.313,11.2949,31,17.354,OECD,more beds,more drs,more nurses,High income
France,2013,Bed,6.28,11.436,11.2949,31,17.792,OECD,more beds,more drs,more nurses,High income
France,2013,Dr,3.33,11.436,11.2949,31,17.792,OECD,more beds,more drs,more nurses,High income
France,2013,Nurse,9.38,11.436,11.2949,31,17.792,OECD,more beds,more drs,more nurses,High income
France,2014,Bed,6.2,11.581,11.2949,31,18.186,OECD,more beds,more drs,more nurses,High income
France,2014,Dr,3.33,11.581,11.2949,31,18.186,OECD,more beds,more drs,more nurses,High income
France,2014,Nurse,9.62,11.581,11.2949,31,18.186,OECD,more beds,more drs,more nurses,High income
France,2015,Bed,6.13,11.466,11.2949,31,18.634,OECD,more beds,more drs,more nurses,High income
France,2015,Dr,3.34,11.466,11.2949,31,18.634,OECD,more beds,more drs,more nurses,High income
France,2015,Nurse,9.93,11.466,11.2949,31,18.634,OECD,more beds,more drs,more nurses,High income
France,2016,Bed,6.06,11.501,11.2949,31,19.054,OECD,more beds,more drs,more nurses,High income
France,2016,Dr,3.35,11.501,11.2949,31,19.054,OECD,more beds,more drs,more nurses,High income
France,2016,Nurse,10.21,11.501,11.2949,31,19.054,OECD,more beds,more drs,more nurses,High income
France,2017,Bed,5.98,11.401,11.2949,31,19.451,OECD,more beds,more drs,more nurses,High income
France,2017,Dr,3.37,11.401,11.2949,31,19.451,OECD,more beds,more drs,more nurses,High income
France,2017,Nurse,10.48,11.401,11.2949,31,19.451,OECD,more beds,more drs,more nurses,High income
Germany,2008,Bed,8.21,10.251,10.9988,30,20.246,OECD,more beds,more drs,more nurses,High income
Germany,2008,Dr,3.54,10.251,10.9988,30,20.246,OECD,more beds,more drs,more nurses,High income
Germany,2008,Nurse,11.13,10.251,10.9988,30,20.246,OECD,more beds,more drs,more nurses,High income
Germany,2009,Bed,8.24,11.238,10.9988,30,20.531,OECD,more beds,more drs,more nurses,High income
Germany,2009,Dr,3.62,11.238,10.9988,30,20.531,OECD,more beds,more drs,more nurses,High income
Germany,2009,Nurse,11.42,11.238,10.9988,30,20.531,OECD,more beds,more drs,more nurses,High income
Germany,2010,Bed,8.25,11.097,10.9988,30,20.633,OECD,more beds,more drs,more nurses,High income
Germany,2010,Dr,3.71,11.097,10.9988,30,20.633,OECD,more beds,more drs,more nurses,High income
Germany,2010,Nurse,11.52,11.097,10.9988,30,20.633,OECD,more beds,more drs,more nurses,High income
Germany,2011,Bed,8.38,10.776,10.9988,30,20.666,OECD,more beds,more drs,more nurses,High income
Germany,2011,Dr,3.88,10.776,10.9988,30,20.666,OECD,more beds,more drs,more nurses,High income
Germany,2011,Nurse,11.87,10.776,10.9988,30,20.666,OECD,more beds,more drs,more nurses,High income
Germany,2012,Bed,8.34,10.847,10.9988,30,20.714,OECD,more beds,more drs,more nurses,High income
Germany,2012,Dr,3.95,10.847,10.9988,30,20.714,OECD,more beds,more drs,more nurses,High income
Germany,2012,Nurse,11.96,10.847,10.9988,30,20.714,OECD,more beds,more drs,more nurses,High income
Germany,2013,Bed,8.28,10.992,10.9988,30,20.812,OECD,more beds,more drs,more nurses,High income
Germany,2013,Dr,4.04,10.992,10.9988,30,20.812,OECD,more beds,more drs,more nurses,High income
Germany,2013,Nurse,12.34,10.992,10.9988,30,20.812,OECD,more beds,more drs,more nurses,High income
Germany,2014,Bed,8.23,11.016,10.9988,30,20.956,OECD,more beds,more drs,more nurses,High income
Germany,2014,Dr,4.11,11.016,10.9988,30,20.956,OECD,more beds,more drs,more nurses,High income
Germany,2014,Nurse,12.55,11.016,10.9988,30,20.956,OECD,more beds,more drs,more nurses,High income
Germany,2015,Bed,8.13,11.164,10.9988,30,21.049,OECD,more beds,more drs,more nurses,High income
Germany,2015,Dr,4.14,11.164,10.9988,30,21.049,OECD,more beds,more drs,more nurses,High income
Germany,2015,Nurse,12.65,11.164,10.9988,30,21.049,OECD,more beds,more drs,more nurses,High income
Germany,2016,Bed,8.06,11.233,10.9988,30,21.136,OECD,more beds,more drs,more nurses,High income
Germany,2016,Dr,4.19,11.233,10.9988,30,21.136,OECD,more beds,more drs,more nurses,High income
Germany,2016,Nurse,12.82,11.233,10.9988,30,21.136,OECD,more beds,more drs,more nurses,High income
Germany,2017,Bed,8,11.374,10.9988,30,21.305,OECD,more beds,more drs,more nurses,High income
Germany,2017,Dr,4.25,11.374,10.9988,30,21.305,OECD,more beds,more drs,more nurses,High income
Germany,2017,Nurse,13.13,11.374,10.9988,30,21.305,OECD,more beds,more drs,more nurses,High income
Hungary,2008,Bed,7.11,7.097,7.1866,10,16.259,OECD,more beds,more drs,more nurses,High income
Hungary,2008,Dr,3.09,7.097,7.1866,10,16.259,OECD,more beds,more drs,more nurses,High income
Hungary,2008,Nurse,6.15,7.097,7.1866,10,16.259,OECD,more beds,more drs,more nurses,High income
Hungary,2009,Bed,7.14,7.239,7.1866,10,16.481,OECD,more beds,more drs,more nurses,High income
Hungary,2009,Dr,3.02,7.239,7.1866,10,16.481,OECD,more beds,more drs,more nurses,High income
