"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ARG","ELDLYPOP","TOT","PC_POP","A","2017",11.042,
"BGR","ELDLYPOP","TOT","PC_POP","A","2008",17.882,
"BGR","ELDLYPOP","TOT","PC_POP","A","2009",18.071,
"BGR","ELDLYPOP","TOT","PC_POP","A","2010",18.314,
"BGR","ELDLYPOP","TOT","PC_POP","A","2011",18.654,
"BGR","ELDLYPOP","TOT","PC_POP","A","2012",19.002,
"BGR","ELDLYPOP","TOT","PC_POP","A","2013",19.361,
"BGR","ELDLYPOP","TOT","PC_POP","A","2014",19.781,
"BGR","ELDLYPOP","TOT","PC_POP","A","2015",20.215,
"BGR","ELDLYPOP","TOT","PC_POP","A","2016",20.581,
"BGR","ELDLYPOP","TOT","PC_POP","A","2017",20.874,
"CHN","ELDLYPOP","TOT","PC_POP","A","2008",8.089,
"CHN","ELDLYPOP","TOT","PC_POP","A","2009",8.233,
"CHN","ELDLYPOP","TOT","PC_POP","A","2010",8.4,
"CHN","ELDLYPOP","TOT","PC_POP","A","2011",8.592,
"CHN","ELDLYPOP","TOT","PC_POP","A","2012",8.791,
"CHN","ELDLYPOP","TOT","PC_POP","A","2013",9.02,
"CHN","ELDLYPOP","TOT","PC_POP","A","2014",9.309,
"CHN","ELDLYPOP","TOT","PC_POP","A","2015",9.676,
"CHN","ELDLYPOP","TOT","PC_POP","A","2016",10.123,
"CHN","ELDLYPOP","TOT","PC_POP","A","2017",10.641,
"CRI","ELDLYPOP","TOT","PC_POP","A","2008",6.163,
"CRI","ELDLYPOP","TOT","PC_POP","A","2009",6.302,
"CRI","ELDLYPOP","TOT","PC_POP","A","2010",6.46,
"CRI","ELDLYPOP","TOT","PC_POP","A","2011",6.627,
"CRI","ELDLYPOP","TOT","PC_POP","A","2012",6.793,
"CRI","ELDLYPOP","TOT","PC_POP","A","2013",6.958,
"CRI","ELDLYPOP","TOT","PC_POP","A","2014",7.147,
"CRI","ELDLYPOP","TOT","PC_POP","A","2015",7.36,
"CRI","ELDLYPOP","TOT","PC_POP","A","2016",7.598,
"CRI","ELDLYPOP","TOT","PC_POP","A","2017",7.88,
"HRV","ELDLYPOP","TOT","PC_POP","A","2008",17.858,
"HRV","ELDLYPOP","TOT","PC_POP","A","2009",17.864,
"HRV","ELDLYPOP","TOT","PC_POP","A","2010",17.785,
"HRV","ELDLYPOP","TOT","PC_POP","A","2011",17.815,
"HRV","ELDLYPOP","TOT","PC_POP","A","2012",18.019,
"HRV","ELDLYPOP","TOT","PC_POP","A","2013",18.285,
"HRV","ELDLYPOP","TOT","PC_POP","A","2014",18.618,
"HRV","ELDLYPOP","TOT","PC_POP","A","2015",19.014,
"HRV","ELDLYPOP","TOT","PC_POP","A","2016",19.411,
"HRV","ELDLYPOP","TOT","PC_POP","A","2017",19.84,
"CYP","ELDLYPOP","TOT","PC_POP","A","2008",12.44,
"CYP","ELDLYPOP","TOT","PC_POP","A","2009",12.504,
"CYP","ELDLYPOP","TOT","PC_POP","A","2010",12.614,
"CYP","ELDLYPOP","TOT","PC_POP","A","2011",12.749,
"CYP","ELDLYPOP","TOT","PC_POP","A","2012",13.015,
"CYP","ELDLYPOP","TOT","PC_POP","A","2013",13.542,
"CYP","ELDLYPOP","TOT","PC_POP","A","2014",14.237,
"CYP","ELDLYPOP","TOT","PC_POP","A","2015",14.862,
"CYP","ELDLYPOP","TOT","PC_POP","A","2016",15.341,
"CYP","ELDLYPOP","TOT","PC_POP","A","2017",15.722,
"IND","ELDLYPOP","TOT","PC_POP","A","2008",4.984,
"IND","ELDLYPOP","TOT","PC_POP","A","2009",5.048,
"IND","ELDLYPOP","TOT","PC_POP","A","2010",5.113,
"IND","ELDLYPOP","TOT","PC_POP","A","2011",5.206,
"IND","ELDLYPOP","TOT","PC_POP","A","2012",5.297,
"IND","ELDLYPOP","TOT","PC_POP","A","2013",5.393,
"IND","ELDLYPOP","TOT","PC_POP","A","2014",5.504,
"IND","ELDLYPOP","TOT","PC_POP","A","2015",5.636,
"IND","ELDLYPOP","TOT","PC_POP","A","2016",5.808,
"IND","ELDLYPOP","TOT","PC_POP","A","2017",5.989,
"IDN","ELDLYPOP","TOT","PC_POP","A","2008",4.887,
"IDN","ELDLYPOP","TOT","PC_POP","A","2009",4.88,
"IDN","ELDLYPOP","TOT","PC_POP","A","2010",4.981,
"IDN","ELDLYPOP","TOT","PC_POP","A","2011",5.036,
"IDN","ELDLYPOP","TOT","PC_POP","A","2012",5.099,
"IDN","ELDLYPOP","TOT","PC_POP","A","2013",5.173,
"IDN","ELDLYPOP","TOT","PC_POP","A","2014",5.264,
"IDN","ELDLYPOP","TOT","PC_POP","A","2015",5.375,
"IDN","ELDLYPOP","TOT","PC_POP","A","2016",5.502,
"IDN","ELDLYPOP","TOT","PC_POP","A","2017",5.647,
"LTU","ELDLYPOP","TOT","PC_POP","A","2008",17.098,
"LTU","ELDLYPOP","TOT","PC_POP","A","2009",17.273,
"LTU","ELDLYPOP","TOT","PC_POP","A","2010",17.599,
"LTU","ELDLYPOP","TOT","PC_POP","A","2011",17.976,
"LTU","ELDLYPOP","TOT","PC_POP","A","2012",18.166,
"LTU","ELDLYPOP","TOT","PC_POP","A","2013",18.341,
"LTU","ELDLYPOP","TOT","PC_POP","A","2014",18.583,
"LTU","ELDLYPOP","TOT","PC_POP","A","2015",18.858,
"LTU","ELDLYPOP","TOT","PC_POP","A","2016",19.153,
"LTU","ELDLYPOP","TOT","PC_POP","A","2017",19.481,
"MLT","ELDLYPOP","TOT","PC_POP","A","2008",14.069,
"MLT","ELDLYPOP","TOT","PC_POP","A","2009",14.574,
"MLT","ELDLYPOP","TOT","PC_POP","A","2010",15.312,
"MLT","ELDLYPOP","TOT","PC_POP","A","2011",16.073,
"MLT","ELDLYPOP","TOT","PC_POP","A","2012",16.778,
"MLT","ELDLYPOP","TOT","PC_POP","A","2013",17.423,
"MLT","ELDLYPOP","TOT","PC_POP","A","2014",17.943,
"MLT","ELDLYPOP","TOT","PC_POP","A","2015",18.325,
"MLT","ELDLYPOP","TOT","PC_POP","A","2016",18.655,
"MLT","ELDLYPOP","TOT","PC_POP","A","2017",18.813,
"ROU","ELDLYPOP","TOT","PC_POP","A","2008",15.791,
"ROU","ELDLYPOP","TOT","PC_POP","A","2009",16.139,
"ROU","ELDLYPOP","TOT","PC_POP","A","2010",16.128,
"ROU","ELDLYPOP","TOT","PC_POP","A","2011",16.128,
"ROU","ELDLYPOP","TOT","PC_POP","A","2012",16.207,
"ROU","ELDLYPOP","TOT","PC_POP","A","2013",16.4,
"ROU","ELDLYPOP","TOT","PC_POP","A","2014",16.752,
"ROU","ELDLYPOP","TOT","PC_POP","A","2015",17.186,
"ROU","ELDLYPOP","TOT","PC_POP","A","2016",17.596,
"ROU","ELDLYPOP","TOT","PC_POP","A","2017",17.994,
"SAU","ELDLYPOP","TOT","PC_POP","A","2008",2.975,
"SAU","ELDLYPOP","TOT","PC_POP","A","2009",2.98,
"SAU","ELDLYPOP","TOT","PC_POP","A","2010",2.981,
"SAU","ELDLYPOP","TOT","PC_POP","A","2011",2.971,
"SAU","ELDLYPOP","TOT","PC_POP","A","2012",2.96,
"SAU","ELDLYPOP","TOT","PC_POP","A","2013",2.961,
"SAU","ELDLYPOP","TOT","PC_POP","A","2014",2.989,
"SAU","ELDLYPOP","TOT","PC_POP","A","2015",3.053,
"SAU","ELDLYPOP","TOT","PC_POP","A","2016",3.236,
"SAU","ELDLYPOP","TOT","PC_POP","A","2017",3.222,
"SGP","ELDLYPOP","TOT","PC_POP","A","2008",8.669,
"SGP","ELDLYPOP","TOT","PC_POP","A","2009",8.842,
"SGP","ELDLYPOP","TOT","PC_POP","A","2010",8.972,
"SGP","ELDLYPOP","TOT","PC_POP","A","2011",9.306,
"SGP","ELDLYPOP","TOT","PC_POP","A","2012",9.917,
"SGP","ELDLYPOP","TOT","PC_POP","A","2013",10.519,
"SGP","ELDLYPOP","TOT","PC_POP","A","2014",11.15,
"SGP","ELDLYPOP","TOT","PC_POP","A","2015",11.779,
"SGP","ELDLYPOP","TOT","PC_POP","A","2016",12.395,
"SGP","ELDLYPOP","TOT","PC_POP","A","2017",13.029,
"ZAF","ELDLYPOP","TOT","PC_POP","A","2008",4.923,
"ZAF","ELDLYPOP","TOT","PC_POP","A","2009",4.929,
"ZAF","ELDLYPOP","TOT","PC_POP","A","2010",4.959,
"ZAF","ELDLYPOP","TOT","PC_POP","A","2011",4.996,
"ZAF","ELDLYPOP","TOT","PC_POP","A","2012",5.048,
"ZAF","ELDLYPOP","TOT","PC_POP","A","2013",5.116,
"ZAF","ELDLYPOP","TOT","PC_POP","A","2014",5.192,
"ZAF","ELDLYPOP","TOT","PC_POP","A","2015",5.274,
"ZAF","ELDLYPOP","TOT","PC_POP","A","2016",5.364,
"ZAF","ELDLYPOP","TOT","PC_POP","A","2017",5.477,
"WLD","ELDLYPOP","TOT","PC_POP","A","2008",7.498,
"WLD","ELDLYPOP","TOT","PC_POP","A","2009",7.562,
"WLD","ELDLYPOP","TOT","PC_POP","A","2010",7.641,
"WLD","ELDLYPOP","TOT","PC_POP","A","2011",7.745,
"WLD","ELDLYPOP","TOT","PC_POP","A","2012",7.857,
"WLD","ELDLYPOP","TOT","PC_POP","A","2013",7.981,
"WLD","ELDLYPOP","TOT","PC_POP","A","2014",8.123,
"WLD","ELDLYPOP","TOT","PC_POP","A","2015",8.288,
"WLD","ELDLYPOP","TOT","PC_POP","A","2016",8.485,
"WLD","ELDLYPOP","TOT","PC_POP","A","2017",8.699,
"G20","ELDLYPOP","TOT","PC_POP","A","2008",8.924,
"G20","ELDLYPOP","TOT","PC_POP","A","2009",9.02,
"G20","ELDLYPOP","TOT","PC_POP","A","2010",9.128,
"G20","ELDLYPOP","TOT","PC_POP","A","2011",9.254,
"G20","ELDLYPOP","TOT","PC_POP","A","2012",9.445,
"G20","ELDLYPOP","TOT","PC_POP","A","2013",9.647,
"G20","ELDLYPOP","TOT","PC_POP","A","2014",9.877,
"G20","ELDLYPOP","TOT","PC_POP","A","2015",10.13,
"G20","ELDLYPOP","TOT","PC_POP","A","2016",10.414,
"G20","ELDLYPOP","TOT","PC_POP","A","2017",10.72,
