"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","HEALTHEXP","TOT","PC_GDP","A","2008",9.575,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2009",10.682,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2010",10.659,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2011",10.315,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2012",10.429,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2013",10.34,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2014",10.25,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2015",10.683,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2016",10.979,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2017",10.79,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2008",6.36,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2009",7.293,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2010",6.928,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2011",6.977,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2012",7.028,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2013",7.807,"B"
"CZE","HEALTHEXP","TOT","PC_GDP","A","2014",7.653,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2015",7.243,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2016",7.15,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2017",7.231,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2008",9.511,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2009",10.674,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2010",10.333,"B"
"DNK","HEALTHEXP","TOT","PC_GDP","A","2011",10.153,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2012",10.241,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2013",10.17,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2014",10.172,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2015",10.227,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2016",10.145,
"DNK","HEALTHEXP","TOT","PC_GDP","A","2017",10.122,
"FIN","HEALTHEXP","TOT","PC_GDP","A","2008",8.343,
"FIN","HEALTHEXP","TOT","PC_GDP","A","2009",9.161,
"FIN","HEALTHEXP","TOT","PC_GDP","A","2010",9.142,
"FIN","HEALTHEXP","TOT","PC_GDP","A","2011",9.223,
"FIN","HEALTHEXP","TOT","PC_GDP","A","2012",9.586,
"FIN","HEALTHEXP","TOT","PC_GDP","A","2013",9.805,
"FIN","HEALTHEXP","TOT","PC_GDP","A","2014",9.781,
"FIN","HEALTHEXP","TOT","PC_GDP","A","2015",9.645,"B"
"FIN","HEALTHEXP","TOT","PC_GDP","A","2016",9.378,
"FIN","HEALTHEXP","TOT","PC_GDP","A","2017",9.145,
"FRA","HEALTHEXP","TOT","PC_GDP","A","2008",10.512,
"FRA","HEALTHEXP","TOT","PC_GDP","A","2009",11.297,
"FRA","HEALTHEXP","TOT","PC_GDP","A","2010",11.24,
"FRA","HEALTHEXP","TOT","PC_GDP","A","2011",11.202,
"FRA","HEALTHEXP","TOT","PC_GDP","A","2012",11.313,
"FRA","HEALTHEXP","TOT","PC_GDP","A","2013",11.436,
"FRA","HEALTHEXP","TOT","PC_GDP","A","2014",11.581,
"FRA","HEALTHEXP","TOT","PC_GDP","A","2015",11.466,
"FRA","HEALTHEXP","TOT","PC_GDP","A","2016",11.501,
"FRA","HEALTHEXP","TOT","PC_GDP","A","2017",11.401,
"DEU","HEALTHEXP","TOT","PC_GDP","A","2008",10.251,
"DEU","HEALTHEXP","TOT","PC_GDP","A","2009",11.238,
"DEU","HEALTHEXP","TOT","PC_GDP","A","2010",11.097,
"DEU","HEALTHEXP","TOT","PC_GDP","A","2011",10.776,
"DEU","HEALTHEXP","TOT","PC_GDP","A","2012",10.847,
"DEU","HEALTHEXP","TOT","PC_GDP","A","2013",10.992,
"DEU","HEALTHEXP","TOT","PC_GDP","A","2014",11.016,
"DEU","HEALTHEXP","TOT","PC_GDP","A","2015",11.164,
"DEU","HEALTHEXP","TOT","PC_GDP","A","2016",11.233,
"DEU","HEALTHEXP","TOT","PC_GDP","A","2017",11.374,
"GRC","HEALTHEXP","TOT","PC_GDP","A","2008",8.828,
"GRC","HEALTHEXP","TOT","PC_GDP","A","2009",9.407,
"GRC","HEALTHEXP","TOT","PC_GDP","A","2010",9.516,
"GRC","HEALTHEXP","TOT","PC_GDP","A","2011",9.028,
"GRC","HEALTHEXP","TOT","PC_GDP","A","2012",8.792,
"GRC","HEALTHEXP","TOT","PC_GDP","A","2013",8.319,
"GRC","HEALTHEXP","TOT","PC_GDP","A","2014",7.85,
"GRC","HEALTHEXP","TOT","PC_GDP","A","2015",8.017,
"GRC","HEALTHEXP","TOT","PC_GDP","A","2016",8.215,
"GRC","HEALTHEXP","TOT","PC_GDP","A","2017",7.965,
"HUN","HEALTHEXP","TOT","PC_GDP","A","2008",7.097,
"HUN","HEALTHEXP","TOT","PC_GDP","A","2009",7.239,
"HUN","HEALTHEXP","TOT","PC_GDP","A","2010",7.508,
"HUN","HEALTHEXP","TOT","PC_GDP","A","2011",7.525,
"HUN","HEALTHEXP","TOT","PC_GDP","A","2012",7.449,
"HUN","HEALTHEXP","TOT","PC_GDP","A","2013",7.249,
"HUN","HEALTHEXP","TOT","PC_GDP","A","2014",7.07,
"HUN","HEALTHEXP","TOT","PC_GDP","A","2015",6.889,
"HUN","HEALTHEXP","TOT","PC_GDP","A","2016",7.048,
"HUN","HEALTHEXP","TOT","PC_GDP","A","2017",6.792,
"ISL","HEALTHEXP","TOT","PC_GDP","A","2008",8.587,"D"
"ISL","HEALTHEXP","TOT","PC_GDP","A","2009",8.868,"D"
"ISL","HEALTHEXP","TOT","PC_GDP","A","2010",8.532,"D"
"ISL","HEALTHEXP","TOT","PC_GDP","A","2011",8.251,"B"
"ISL","HEALTHEXP","TOT","PC_GDP","A","2012",8.195,
"ISL","HEALTHEXP","TOT","PC_GDP","A","2013",8.221,
"ISL","HEALTHEXP","TOT","PC_GDP","A","2014",8.279,
"ISL","HEALTHEXP","TOT","PC_GDP","A","2015",8.131,
"ISL","HEALTHEXP","TOT","PC_GDP","A","2016",8.165,
"ISL","HEALTHEXP","TOT","PC_GDP","A","2017",8.343,
"IRL","HEALTHEXP","TOT","PC_GDP","A","2008",9.102,
"IRL","HEALTHEXP","TOT","PC_GDP","A","2009",10.487,
"IRL","HEALTHEXP","TOT","PC_GDP","A","2010",10.503,
"IRL","HEALTHEXP","TOT","PC_GDP","A","2011",10.708,"B"
"IRL","HEALTHEXP","TOT","PC_GDP","A","2012",10.687,
"IRL","HEALTHEXP","TOT","PC_GDP","A","2013",10.3,
"IRL","HEALTHEXP","TOT","PC_GDP","A","2014",9.676,
"IRL","HEALTHEXP","TOT","PC_GDP","A","2015",7.317,
"IRL","HEALTHEXP","TOT","PC_GDP","A","2016",7.414,
"IRL","HEALTHEXP","TOT","PC_GDP","A","2017",7.155,
"ITA","HEALTHEXP","TOT","PC_GDP","A","2008",8.533,
"ITA","HEALTHEXP","TOT","PC_GDP","A","2009",8.952,
"ITA","HEALTHEXP","TOT","PC_GDP","A","2010",8.916,
"ITA","HEALTHEXP","TOT","PC_GDP","A","2011",8.774,
"ITA","HEALTHEXP","TOT","PC_GDP","A","2012",8.784,"B"
"ITA","HEALTHEXP","TOT","PC_GDP","A","2013",8.775,
"ITA","HEALTHEXP","TOT","PC_GDP","A","2014",8.868,
"ITA","HEALTHEXP","TOT","PC_GDP","A","2015",8.857,
"ITA","HEALTHEXP","TOT","PC_GDP","A","2016",8.725,
"ITA","HEALTHEXP","TOT","PC_GDP","A","2017",8.678,
"JPN","HEALTHEXP","TOT","PC_GDP","A","2008",8.2,
"JPN","HEALTHEXP","TOT","PC_GDP","A","2009",9.058,
"JPN","HEALTHEXP","TOT","PC_GDP","A","2010",9.157,
"JPN","HEALTHEXP","TOT","PC_GDP","A","2011",10.617,"B"
"JPN","HEALTHEXP","TOT","PC_GDP","A","2012",10.791,
"JPN","HEALTHEXP","TOT","PC_GDP","A","2013",10.792,
"JPN","HEALTHEXP","TOT","PC_GDP","A","2014",10.832,
"JPN","HEALTHEXP","TOT","PC_GDP","A","2015",10.886,
"JPN","HEALTHEXP","TOT","PC_GDP","A","2016",10.835,
"JPN","HEALTHEXP","TOT","PC_GDP","A","2017",10.796,
"KOR","HEALTHEXP","TOT","PC_GDP","A","2008",5.399,
"KOR","HEALTHEXP","TOT","PC_GDP","A","2009",5.782,
"KOR","HEALTHEXP","TOT","PC_GDP","A","2010",5.917,
"KOR","HEALTHEXP","TOT","PC_GDP","A","2011",6.008,
"KOR","HEALTHEXP","TOT","PC_GDP","A","2012",6.133,
"KOR","HEALTHEXP","TOT","PC_GDP","A","2013",6.248,
"KOR","HEALTHEXP","TOT","PC_GDP","A","2014",6.474,
"KOR","HEALTHEXP","TOT","PC_GDP","A","2015",6.653,
"KOR","HEALTHEXP","TOT","PC_GDP","A","2016",6.914,
"KOR","HEALTHEXP","TOT","PC_GDP","A","2017",7.107,
"LUX","HEALTHEXP","TOT","PC_GDP","A","2008",6.538,
"LUX","HEALTHEXP","TOT","PC_GDP","A","2009",7.34,
"LUX","HEALTHEXP","TOT","PC_GDP","A","2010",7.031,
"LUX","HEALTHEXP","TOT","PC_GDP","A","2011",6.112,"B"
"LUX","HEALTHEXP","TOT","PC_GDP","A","2012",5.584,"B"
"LUX","HEALTHEXP","TOT","PC_GDP","A","2013",5.528,
"LUX","HEALTHEXP","TOT","PC_GDP","A","2014",5.437,
"LUX","HEALTHEXP","TOT","PC_GDP","A","2015",5.284,
"LUX","HEALTHEXP","TOT","PC_GDP","A","2016",5.195,
"LUX","HEALTHEXP","TOT","PC_GDP","A","2017",5.258,
"MEX","HEALTHEXP","TOT","PC_GDP","A","2008",5.699,"B"
"MEX","HEALTHEXP","TOT","PC_GDP","A","2009",6.13,
"MEX","HEALTHEXP","TOT","PC_GDP","A","2010",5.975,
"MEX","HEALTHEXP","TOT","PC_GDP","A","2011",5.701,
"MEX","HEALTHEXP","TOT","PC_GDP","A","2012",5.842,
"MEX","HEALTHEXP","TOT","PC_GDP","A","2013",5.941,
"MEX","HEALTHEXP","TOT","PC_GDP","A","2014",5.607,
"MEX","HEALTHEXP","TOT","PC_GDP","A","2015",5.752,
"MEX","HEALTHEXP","TOT","PC_GDP","A","2016",5.464,"B"
"MEX","HEALTHEXP","TOT","PC_GDP","A","2017",5.519,
"NLD","HEALTHEXP","TOT","PC_GDP","A","2008",9.277,
"NLD","HEALTHEXP","TOT","PC_GDP","A","2009",9.993,
"NLD","HEALTHEXP","TOT","PC_GDP","A","2010",10.155,
"NLD","HEALTHEXP","TOT","PC_GDP","A","2011",10.234,
"NLD","HEALTHEXP","TOT","PC_GDP","A","2012",10.539,
"NLD","HEALTHEXP","TOT","PC_GDP","A","2013",10.584,
"NLD","HEALTHEXP","TOT","PC_GDP","A","2014",10.567,
"NLD","HEALTHEXP","TOT","PC_GDP","A","2015",10.324,
"NLD","HEALTHEXP","TOT","PC_GDP","A","2016",10.253,
"NLD","HEALTHEXP","TOT","PC_GDP","A","2017",10.06,
"NZL","HEALTHEXP","TOT","PC_GDP","A","2008",9.113,
"NZL","HEALTHEXP","TOT","PC_GDP","A","2009",9.622,"P"
"NZL","HEALTHEXP","TOT","PC_GDP","A","2010",9.586,"P"
"NZL","HEALTHEXP","TOT","PC_GDP","A","2011",9.508,"P"
"NZL","HEALTHEXP","TOT","PC_GDP","A","2012",9.649,"P"
"NZL","HEALTHEXP","TOT","PC_GDP","A","2013",9.363,"P"
"NZL","HEALTHEXP","TOT","PC_GDP","A","2014",9.42,"P"
"NZL","HEALTHEXP","TOT","PC_GDP","A","2015",9.315,"P"
"NZL","HEALTHEXP","TOT","PC_GDP","A","2016",9.274,"P"
"NZL","HEALTHEXP","TOT","PC_GDP","A","2017",9.02,"P"
"NOR","HEALTHEXP","TOT","PC_GDP","A","2008",7.961,
"NOR","HEALTHEXP","TOT","PC_GDP","A","2009",9.074,
"NOR","HEALTHEXP","TOT","PC_GDP","A","2010",8.906,
"NOR","HEALTHEXP","TOT","PC_GDP","A","2011",8.789,
"NOR","HEALTHEXP","TOT","PC_GDP","A","2012",8.778,
"NOR","HEALTHEXP","TOT","PC_GDP","A","2013",8.93,
"NOR","HEALTHEXP","TOT","PC_GDP","A","2014",9.345,
"NOR","HEALTHEXP","TOT","PC_GDP","A","2015",10.131,
"NOR","HEALTHEXP","TOT","PC_GDP","A","2016",10.591,
"NOR","HEALTHEXP","TOT","PC_GDP","A","2017",10.316,
"POL","HEALTHEXP","TOT","PC_GDP","A","2008",6.373,
"POL","HEALTHEXP","TOT","PC_GDP","A","2009",6.587,
"POL","HEALTHEXP","TOT","PC_GDP","A","2010",6.419,"B"
"POL","HEALTHEXP","TOT","PC_GDP","A","2011",6.234,
"POL","HEALTHEXP","TOT","PC_GDP","A","2012",6.201,
"POL","HEALTHEXP","TOT","PC_GDP","A","2013",6.375,
"POL","HEALTHEXP","TOT","PC_GDP","A","2014",6.246,
"POL","HEALTHEXP","TOT","PC_GDP","A","2015",6.398,
"POL","HEALTHEXP","TOT","PC_GDP","A","2016",6.543,
"POL","HEALTHEXP","TOT","PC_GDP","A","2017",6.562,
"PRT","HEALTHEXP","TOT","PC_GDP","A","2008",9.34,
"PRT","HEALTHEXP","TOT","PC_GDP","A","2009",9.881,
"PRT","HEALTHEXP","TOT","PC_GDP","A","2010",9.837,
"PRT","HEALTHEXP","TOT","PC_GDP","A","2011",9.535,
"PRT","HEALTHEXP","TOT","PC_GDP","A","2012",9.354,
"PRT","HEALTHEXP","TOT","PC_GDP","A","2013",9.078,
"PRT","HEALTHEXP","TOT","PC_GDP","A","2014",9.024,
"PRT","HEALTHEXP","TOT","PC_GDP","A","2015",8.977,
"PRT","HEALTHEXP","TOT","PC_GDP","A","2016",9.419,"B"
"PRT","HEALTHEXP","TOT","PC_GDP","A","2017",9.33,
"SVK","HEALTHEXP","TOT","PC_GDP","A","2008",6.956,"B"
"SVK","HEALTHEXP","TOT","PC_GDP","A","2009",7.948,
"SVK","HEALTHEXP","TOT","PC_GDP","A","2010",7.742,
"SVK","HEALTHEXP","TOT","PC_GDP","A","2011",7.357,
"SVK","HEALTHEXP","TOT","PC_GDP","A","2012",7.553,"B"
"SVK","HEALTHEXP","TOT","PC_GDP","A","2013",7.509,
"SVK","HEALTHEXP","TOT","PC_GDP","A","2014",6.893,
"SVK","HEALTHEXP","TOT","PC_GDP","A","2015",6.793,
"SVK","HEALTHEXP","TOT","PC_GDP","A","2016",6.992,
"SVK","HEALTHEXP","TOT","PC_GDP","A","2017",6.769,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2008",8.382,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2009",9.107,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2010",9.119,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2011",9.169,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2012",9.157,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2013",9.067,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2014",9.09,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2015",9.127,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2016",8.952,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2017",8.942,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2008",8.243,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2009",8.802,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2010",8.336,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2011",10.446,"B"
"SWE","HEALTHEXP","TOT","PC_GDP","A","2012",10.766,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2013",10.945,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2014",10.98,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2015",10.828,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2016",10.839,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2017",10.795,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2008",9.754,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2009",10.379,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2010",10.276,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2011",10.341,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2012",10.618,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2013",10.831,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2014",10.994,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2015",11.369,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2016",11.709,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2017",11.895,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2008",5.259,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2009",5.534,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2010",5.054,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2011",4.688,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2012",4.478,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2013",4.404,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2014",4.347,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2015",4.139,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2016",4.314,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2017",4.211,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2008",9.166,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2009",10.016,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2010",9.989,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2011",9.973,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2012",10.052,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2013",9.979,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2014",9.958,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2015",9.904,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2016",9.867,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2017",9.825,
"USA","HEALTHEXP","TOT","PC_GDP","A","2008",15.286,
"USA","HEALTHEXP","TOT","PC_GDP","A","2009",16.284,
"USA","HEALTHEXP","TOT","PC_GDP","A","2010",16.345,
"USA","HEALTHEXP","TOT","PC_GDP","A","2011",16.3,
"USA","HEALTHEXP","TOT","PC_GDP","A","2012",16.285,
"USA","HEALTHEXP","TOT","PC_GDP","A","2013",16.21,
"USA","HEALTHEXP","TOT","PC_GDP","A","2014",16.406,
"USA","HEALTHEXP","TOT","PC_GDP","A","2015",16.711,
"USA","HEALTHEXP","TOT","PC_GDP","A","2016",17.049,
"USA","HEALTHEXP","TOT","PC_GDP","A","2017",17.004,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2008",8.011,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2009",8.395,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2010",7.945,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2011",7.788,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2012",7.736,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2013",7.977,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2014",8.396,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2015",8.87,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2016",9.204,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2017",9.423,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2008",6.74,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2009",7.814,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2010",6.775,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2011",6.772,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2012",7.021,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2013",7.445,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2014",7.807,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2015",8.303,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2016",8.519,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2017",9.068,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2008",3.886,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2009",4.339,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2010",4.194,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2011",4.309,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2012",4.57,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2013",4.742,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2014",4.8,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2015",4.961,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2016",4.977,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2017",5.047,
"EST","HEALTHEXP","TOT","PC_GDP","A","2008",5.71,
"EST","HEALTHEXP","TOT","PC_GDP","A","2009",6.513,
"EST","HEALTHEXP","TOT","PC_GDP","A","2010",6.272,
"EST","HEALTHEXP","TOT","PC_GDP","A","2011",5.768,
"EST","HEALTHEXP","TOT","PC_GDP","A","2012",5.79,
"EST","HEALTHEXP","TOT","PC_GDP","A","2013",5.978,
"EST","HEALTHEXP","TOT","PC_GDP","A","2014",6.081,
"EST","HEALTHEXP","TOT","PC_GDP","A","2015",6.346,
"EST","HEALTHEXP","TOT","PC_GDP","A","2016",6.5,
"EST","HEALTHEXP","TOT","PC_GDP","A","2017",6.615,
"IND","HEALTHEXP","TOT","PC_GDP","A","2008",3.625,
"IND","HEALTHEXP","TOT","PC_GDP","A","2009",3.594,
"IND","HEALTHEXP","TOT","PC_GDP","A","2010",3.375,
"IND","HEALTHEXP","TOT","PC_GDP","A","2011",3.246,
"IND","HEALTHEXP","TOT","PC_GDP","A","2012",3.329,
"IND","HEALTHEXP","TOT","PC_GDP","A","2013",3.749,
"IND","HEALTHEXP","TOT","PC_GDP","A","2014",3.62,
"IND","HEALTHEXP","TOT","PC_GDP","A","2015",3.598,
"IND","HEALTHEXP","TOT","PC_GDP","A","2016",3.536,
"IND","HEALTHEXP","TOT","PC_GDP","A","2017",3.603,
"IDN","HEALTHEXP","TOT","PC_GDP","A","2008",2.613,
"IDN","HEALTHEXP","TOT","PC_GDP","A","2009",2.685,
"IDN","HEALTHEXP","TOT","PC_GDP","A","2010",2.961,
"IDN","HEALTHEXP","TOT","PC_GDP","A","2011",2.955,
"IDN","HEALTHEXP","TOT","PC_GDP","A","2012",2.903,
"IDN","HEALTHEXP","TOT","PC_GDP","A","2013",2.961,
"IDN","HEALTHEXP","TOT","PC_GDP","A","2014",3.117,
"IDN","HEALTHEXP","TOT","PC_GDP","A","2015",3.012,
"IDN","HEALTHEXP","TOT","PC_GDP","A","2016",3.119,
"IDN","HEALTHEXP","TOT","PC_GDP","A","2017",2.988,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2008",6.968,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2009",7.066,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2010",7.017,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2011",6.978,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2012",7.115,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2013",7.079,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2014",7.154,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2015",7.107,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2016",7.153,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2017",7.498,
"RUS","HEALTHEXP","TOT","PC_GDP","A","2008",4.892,
"RUS","HEALTHEXP","TOT","PC_GDP","A","2009",5.63,
"RUS","HEALTHEXP","TOT","PC_GDP","A","2010",4.959,
"RUS","HEALTHEXP","TOT","PC_GDP","A","2011",4.795,
"RUS","HEALTHEXP","TOT","PC_GDP","A","2012",4.936,
"RUS","HEALTHEXP","TOT","PC_GDP","A","2013",5.081,
"RUS","HEALTHEXP","TOT","PC_GDP","A","2014",5.296,"B"
"RUS","HEALTHEXP","TOT","PC_GDP","A","2015",5.296,
"RUS","HEALTHEXP","TOT","PC_GDP","A","2016",5.29,
"RUS","HEALTHEXP","TOT","PC_GDP","A","2017",5.359,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2008",7.855,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2009",8.541,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2010",8.565,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2011",8.536,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2012",8.715,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2013",8.74,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2014",8.502,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2015",8.517,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2016",8.494,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2017",8.189,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2008",6.546,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2009",7.115,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2010",7.415,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2011",7.497,
