"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","NURSE","TOT","1000HAB","A","2014",7.94,"D"
"GBR","NURSE","TOT","1000HAB","A","2015",7.91,"D"
"GBR","NURSE","TOT","1000HAB","A","2016",7.88,"D"
"GBR","NURSE","TOT","1000HAB","A","2017",7.83,"D"
"USA","NURSE","TOT","1000HAB","A","2008",10.76,
"USA","NURSE","TOT","1000HAB","A","2009",10.8,
"USA","NURSE","TOT","1000HAB","A","2010",10.94,
"USA","NURSE","TOT","1000HAB","A","2011",11.09,
"USA","NURSE","TOT","1000HAB","A","2012",11.15,
"USA","NURSE","TOT","1000HAB","A","2013",11.14,
"USA","NURSE","TOT","1000HAB","A","2014",11.18,
"USA","NURSE","TOT","1000HAB","A","2015",11.31,
"USA","NURSE","TOT","1000HAB","A","2016",11.63,
"USA","NURSE","TOT","1000HAB","A","2017",11.77,
"BRA","NURSE","TOT","1000HAB","A","2008",0.93,
"BRA","NURSE","TOT","1000HAB","A","2010",1.47,
"CHN","NURSE","TOT","1000HAB","A","2008",1.24,"D"
"CHN","NURSE","TOT","1000HAB","A","2009",1.36,"D"
"CHN","NURSE","TOT","1000HAB","A","2010",1.5,"D"
"CHN","NURSE","TOT","1000HAB","A","2011",1.63,"D"
"CHN","NURSE","TOT","1000HAB","A","2012",1.8,"D"
"CHN","NURSE","TOT","1000HAB","A","2013",2,"D"
"CHN","NURSE","TOT","1000HAB","A","2014",2.15,"D"
"CHN","NURSE","TOT","1000HAB","A","2015",2.3,"D"
"CHN","NURSE","TOT","1000HAB","A","2016",2.48,"D"
"CHN","NURSE","TOT","1000HAB","A","2017",2.68,"D"
"EST","NURSE","TOT","1000HAB","A","2008",6.41,
"EST","NURSE","TOT","1000HAB","A","2009",6.16,
"EST","NURSE","TOT","1000HAB","A","2010",6.12,
"EST","NURSE","TOT","1000HAB","A","2011",6.24,
"EST","NURSE","TOT","1000HAB","A","2012",6.17,"B"
"EST","NURSE","TOT","1000HAB","A","2013",5.64,"B"
"EST","NURSE","TOT","1000HAB","A","2014",5.74,
"EST","NURSE","TOT","1000HAB","A","2015",6.01,
"EST","NURSE","TOT","1000HAB","A","2016",6.1,
"EST","NURSE","TOT","1000HAB","A","2017",6.19,
"IND","NURSE","TOT","1000HAB","A","2008",0.81,"D"
"IND","NURSE","TOT","1000HAB","A","2009",0.86,"D"
"IND","NURSE","TOT","1000HAB","A","2010",0.87,"D"
"IND","NURSE","TOT","1000HAB","A","2011",0.99,"D"
"IND","NURSE","TOT","1000HAB","A","2012",1.11,"D"
"IND","NURSE","TOT","1000HAB","A","2013",1.22,"D"
"IND","NURSE","TOT","1000HAB","A","2014",1.37,"D"
"IND","NURSE","TOT","1000HAB","A","2015",1.45,"D"
"IND","NURSE","TOT","1000HAB","A","2016",1.5,"D"
"IDN","NURSE","TOT","1000HAB","A","2009",0.77,
"IDN","NURSE","TOT","1000HAB","A","2010",0.71,
"IDN","NURSE","TOT","1000HAB","A","2011",0.91,
"IDN","NURSE","TOT","1000HAB","A","2012",0.96,
"IDN","NURSE","TOT","1000HAB","A","2013",1.16,
"ISR","NURSE","TOT","1000HAB","A","2008",4.88,
"ISR","NURSE","TOT","1000HAB","A","2009",4.73,
"ISR","NURSE","TOT","1000HAB","A","2010",4.71,
"ISR","NURSE","TOT","1000HAB","A","2011",4.8,
"ISR","NURSE","TOT","1000HAB","A","2012",4.82,
"ISR","NURSE","TOT","1000HAB","A","2013",4.86,
"ISR","NURSE","TOT","1000HAB","A","2014",4.86,
"ISR","NURSE","TOT","1000HAB","A","2015",4.88,
"ISR","NURSE","TOT","1000HAB","A","2016",4.99,
"ISR","NURSE","TOT","1000HAB","A","2017",5.08,
"RUS","NURSE","TOT","1000HAB","A","2008",7.32,
"RUS","NURSE","TOT","1000HAB","A","2009",7.36,
"RUS","NURSE","TOT","1000HAB","A","2010",7.29,
"RUS","NURSE","TOT","1000HAB","A","2011",8.76,"B"
"RUS","NURSE","TOT","1000HAB","A","2012",8.51,
"RUS","NURSE","TOT","1000HAB","A","2013",8.79,
"RUS","NURSE","TOT","1000HAB","A","2014",8.95,"B"
"RUS","NURSE","TOT","1000HAB","A","2015",8.51,
"RUS","NURSE","TOT","1000HAB","A","2016",8.46,
"RUS","NURSE","TOT","1000HAB","A","2017",8.47,
"SVN","NURSE","TOT","1000HAB","A","2008",7.88,
"SVN","NURSE","TOT","1000HAB","A","2009",8.03,
"SVN","NURSE","TOT","1000HAB","A","2010",8.19,
"SVN","NURSE","TOT","1000HAB","A","2011",8.33,
"SVN","NURSE","TOT","1000HAB","A","2012",8.16,
"SVN","NURSE","TOT","1000HAB","A","2013",8.32,
"SVN","NURSE","TOT","1000HAB","A","2014",8.56,
"SVN","NURSE","TOT","1000HAB","A","2015",8.78,
"SVN","NURSE","TOT","1000HAB","A","2016",9.65,
"SVN","NURSE","TOT","1000HAB","A","2017",9.92,
"ZAF","NURSE","TOT","1000HAB","A","2008",0.88,
"ZAF","NURSE","TOT","1000HAB","A","2009",0.95,
"ZAF","NURSE","TOT","1000HAB","A","2010",1.02,
"ZAF","NURSE","TOT","1000HAB","A","2011",1.06,
"ZAF","NURSE","TOT","1000HAB","A","2012",1.11,
"ZAF","NURSE","TOT","1000HAB","A","2013",1.19,
"ZAF","NURSE","TOT","1000HAB","A","2014",1.23,
"ZAF","NURSE","TOT","1000HAB","A","2015",1.27,
"ZAF","NURSE","TOT","1000HAB","A","2016",1.31,
"ZAF","NURSE","TOT","1000HAB","A","2017",1.31,
"ITA","NURSE","TOT","1000HAB","A","2011",6.48,
"ITA","NURSE","TOT","1000HAB","A","2012",6.41,
"ITA","NURSE","TOT","1000HAB","A","2013",6.14,
"ITA","NURSE","TOT","1000HAB","A","2014",6.15,
"ITA","NURSE","TOT","1000HAB","A","2015",6.11,
"ITA","NURSE","TOT","1000HAB","A","2016",6.54,
"ITA","NURSE","TOT","1000HAB","A","2017",6.71,
"BEL","NURSE","TOT","1000HAB","A","2008",9.32,"E"
"BEL","NURSE","TOT","1000HAB","A","2009",9.42,
"BEL","NURSE","TOT","1000HAB","A","2010",9.59,"E"
"BEL","NURSE","TOT","1000HAB","A","2011",9.81,"E"
"BEL","NURSE","TOT","1000HAB","A","2012",10.02,"E"
"BEL","NURSE","TOT","1000HAB","A","2013",10.3,"E"
"BEL","NURSE","TOT","1000HAB","A","2014",10.58,"E"
"BEL","NURSE","TOT","1000HAB","A","2015",10.83,"E"
"BEL","NURSE","TOT","1000HAB","A","2016",10.96,
"BEL","NURSE","TOT","1000HAB","A","2017",11.22,
"SWE","NURSE","TOT","1000HAB","A","2008",10.76,
"SWE","NURSE","TOT","1000HAB","A","2009",10.77,
"SWE","NURSE","TOT","1000HAB","A","2010",10.84,
"SWE","NURSE","TOT","1000HAB","A","2011",10.87,
"SWE","NURSE","TOT","1000HAB","A","2012",10.91,
"SWE","NURSE","TOT","1000HAB","A","2013",10.94,
"SWE","NURSE","TOT","1000HAB","A","2014",10.93,
"SWE","NURSE","TOT","1000HAB","A","2015",10.94,
"SWE","NURSE","TOT","1000HAB","A","2016",10.91,
"SWE","NURSE","TOT","1000HAB","A","2017",10.88,
"COL","NURSE","TOT","1000HAB","A","2008",0.77,
"COL","NURSE","TOT","1000HAB","A","2009",0.82,
"COL","NURSE","TOT","1000HAB","A","2010",0.86,
"COL","NURSE","TOT","1000HAB","A","2011",0.92,
"COL","NURSE","TOT","1000HAB","A","2012",0.98,
"COL","NURSE","TOT","1000HAB","A","2013",1.03,
"COL","NURSE","TOT","1000HAB","A","2014",1.09,
"COL","NURSE","TOT","1000HAB","A","2015",1.15,
"COL","NURSE","TOT","1000HAB","A","2016",1.21,
"COL","NURSE","TOT","1000HAB","A","2017",1.26,
"LVA","NURSE","TOT","1000HAB","A","2008",5.55,
"LVA","NURSE","TOT","1000HAB","A","2009",4.9,
"LVA","NURSE","TOT","1000HAB","A","2010",5.01,
"LVA","NURSE","TOT","1000HAB","A","2011",4.96,
"LVA","NURSE","TOT","1000HAB","A","2012",4.86,
"LVA","NURSE","TOT","1000HAB","A","2013",4.88,
"LVA","NURSE","TOT","1000HAB","A","2014",4.82,
"LVA","NURSE","TOT","1000HAB","A","2015",4.68,
"LVA","NURSE","TOT","1000HAB","A","2016",4.64,
"LVA","NURSE","TOT","1000HAB","A","2017",4.57,
"LTU","NURSE","TOT","1000HAB","A","2008",7.47,
"LTU","NURSE","TOT","1000HAB","A","2009",7.36,
"LTU","NURSE","TOT","1000HAB","A","2010",7.37,
"LTU","NURSE","TOT","1000HAB","A","2011",7.54,
"LTU","NURSE","TOT","1000HAB","A","2012",7.59,
"LTU","NURSE","TOT","1000HAB","A","2013",7.55,
"LTU","NURSE","TOT","1000HAB","A","2014",7.6,
"LTU","NURSE","TOT","1000HAB","A","2015",7.66,
"LTU","NURSE","TOT","1000HAB","A","2016",7.7,
"LTU","NURSE","TOT","1000HAB","A","2017",7.71,
