"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","HOSPITALBED","TOT","1000HAB","A","2011",7.06,
"CZE","HOSPITALBED","TOT","1000HAB","A","2012",6.93,
"CZE","HOSPITALBED","TOT","1000HAB","A","2013",6.7,
"CZE","HOSPITALBED","TOT","1000HAB","A","2014",6.68,
"CZE","HOSPITALBED","TOT","1000HAB","A","2015",6.67,
"CZE","HOSPITALBED","TOT","1000HAB","A","2016",6.66,
"CZE","HOSPITALBED","TOT","1000HAB","A","2017",6.63,
"DNK","HOSPITALBED","TOT","1000HAB","A","2008",3.57,
"DNK","HOSPITALBED","TOT","1000HAB","A","2009",3.49,
"DNK","HOSPITALBED","TOT","1000HAB","A","2010",3.5,
"DNK","HOSPITALBED","TOT","1000HAB","A","2011",3.13,"B"
"DNK","HOSPITALBED","TOT","1000HAB","A","2013",3.07,
"DNK","HOSPITALBED","TOT","1000HAB","A","2014",2.69,"B"
"DNK","HOSPITALBED","TOT","1000HAB","A","2015",2.53,
"DNK","HOSPITALBED","TOT","1000HAB","A","2016",2.6,
"DNK","HOSPITALBED","TOT","1000HAB","A","2017",2.61,
"FIN","HOSPITALBED","TOT","1000HAB","A","2008",6.57,
"FIN","HOSPITALBED","TOT","1000HAB","A","2009",6.25,
"FIN","HOSPITALBED","TOT","1000HAB","A","2010",5.85,
"FIN","HOSPITALBED","TOT","1000HAB","A","2011",5.52,
"FIN","HOSPITALBED","TOT","1000HAB","A","2012",5.3,
"FIN","HOSPITALBED","TOT","1000HAB","A","2013",4.87,
"FIN","HOSPITALBED","TOT","1000HAB","A","2014",4.53,
"FIN","HOSPITALBED","TOT","1000HAB","A","2015",4.35,
"FIN","HOSPITALBED","TOT","1000HAB","A","2016",3.97,
"FIN","HOSPITALBED","TOT","1000HAB","A","2017",3.28,
"FRA","HOSPITALBED","TOT","1000HAB","A","2008",6.9,
"FRA","HOSPITALBED","TOT","1000HAB","A","2009",6.66,
"FRA","HOSPITALBED","TOT","1000HAB","A","2010",6.43,
"FRA","HOSPITALBED","TOT","1000HAB","A","2011",6.36,
"FRA","HOSPITALBED","TOT","1000HAB","A","2012",6.34,
"FRA","HOSPITALBED","TOT","1000HAB","A","2013",6.28,
"FRA","HOSPITALBED","TOT","1000HAB","A","2014",6.2,
"FRA","HOSPITALBED","TOT","1000HAB","A","2015",6.13,
"FRA","HOSPITALBED","TOT","1000HAB","A","2016",6.06,
"FRA","HOSPITALBED","TOT","1000HAB","A","2017",5.98,
"DEU","HOSPITALBED","TOT","1000HAB","A","2008",8.21,
"DEU","HOSPITALBED","TOT","1000HAB","A","2009",8.24,
"DEU","HOSPITALBED","TOT","1000HAB","A","2010",8.25,
"DEU","HOSPITALBED","TOT","1000HAB","A","2011",8.38,
"DEU","HOSPITALBED","TOT","1000HAB","A","2012",8.34,
"DEU","HOSPITALBED","TOT","1000HAB","A","2013",8.28,
"DEU","HOSPITALBED","TOT","1000HAB","A","2014",8.23,
"DEU","HOSPITALBED","TOT","1000HAB","A","2015",8.13,
"DEU","HOSPITALBED","TOT","1000HAB","A","2016",8.06,
"DEU","HOSPITALBED","TOT","1000HAB","A","2017",8,
"GRC","HOSPITALBED","TOT","1000HAB","A","2008",4.84,
"GRC","HOSPITALBED","TOT","1000HAB","A","2009",4.93,
"GRC","HOSPITALBED","TOT","1000HAB","A","2010",4.48,
"GRC","HOSPITALBED","TOT","1000HAB","A","2011",4.47,
"GRC","HOSPITALBED","TOT","1000HAB","A","2012",4.45,
"GRC","HOSPITALBED","TOT","1000HAB","A","2013",4.24,
"GRC","HOSPITALBED","TOT","1000HAB","A","2014",4.24,
"GRC","HOSPITALBED","TOT","1000HAB","A","2015",4.25,
"GRC","HOSPITALBED","TOT","1000HAB","A","2016",4.2,
"GRC","HOSPITALBED","TOT","1000HAB","A","2017",4.21,
"HUN","HOSPITALBED","TOT","1000HAB","A","2008",7.11,
"HUN","HOSPITALBED","TOT","1000HAB","A","2009",7.14,
"HUN","HOSPITALBED","TOT","1000HAB","A","2010",7.18,
"HUN","HOSPITALBED","TOT","1000HAB","A","2011",7.19,
"HUN","HOSPITALBED","TOT","1000HAB","A","2012",7,
"HUN","HOSPITALBED","TOT","1000HAB","A","2013",7.04,
"HUN","HOSPITALBED","TOT","1000HAB","A","2014",6.98,
"HUN","HOSPITALBED","TOT","1000HAB","A","2015",6.99,
"HUN","HOSPITALBED","TOT","1000HAB","A","2016",7,
"HUN","HOSPITALBED","TOT","1000HAB","A","2017",7.02,
"ISL","HOSPITALBED","TOT","1000HAB","A","2008",3.91,
"ISL","HOSPITALBED","TOT","1000HAB","A","2009",3.7,
"ISL","HOSPITALBED","TOT","1000HAB","A","2010",3.58,
"ISL","HOSPITALBED","TOT","1000HAB","A","2011",3.29,
"ISL","HOSPITALBED","TOT","1000HAB","A","2012",3.25,
"ISL","HOSPITALBED","TOT","1000HAB","A","2013",3.22,
"ISL","HOSPITALBED","TOT","1000HAB","A","2014",3.16,
"ISL","HOSPITALBED","TOT","1000HAB","A","2015",3.12,
"ISL","HOSPITALBED","TOT","1000HAB","A","2016",3.13,
"ISL","HOSPITALBED","TOT","1000HAB","A","2017",3.06,
"IRL","HOSPITALBED","TOT","1000HAB","A","2008",4.85,
"IRL","HOSPITALBED","TOT","1000HAB","A","2009",2.83,"B"
"IRL","HOSPITALBED","TOT","1000HAB","A","2010",2.73,
"IRL","HOSPITALBED","TOT","1000HAB","A","2011",2.62,
"IRL","HOSPITALBED","TOT","1000HAB","A","2012",2.54,
"IRL","HOSPITALBED","TOT","1000HAB","A","2013",2.56,
"IRL","HOSPITALBED","TOT","1000HAB","A","2014",2.57,
"IRL","HOSPITALBED","TOT","1000HAB","A","2015",2.92,"B"
"IRL","HOSPITALBED","TOT","1000HAB","A","2016",2.96,
"IRL","HOSPITALBED","TOT","1000HAB","A","2017",2.97,
"ITA","HOSPITALBED","TOT","1000HAB","A","2008",3.79,
"ITA","HOSPITALBED","TOT","1000HAB","A","2009",3.69,
"ITA","HOSPITALBED","TOT","1000HAB","A","2010",3.64,
"ITA","HOSPITALBED","TOT","1000HAB","A","2011",3.52,
"ITA","HOSPITALBED","TOT","1000HAB","A","2012",3.42,
"ITA","HOSPITALBED","TOT","1000HAB","A","2013",3.31,
"ITA","HOSPITALBED","TOT","1000HAB","A","2014",3.21,
"ITA","HOSPITALBED","TOT","1000HAB","A","2015",3.2,
"ITA","HOSPITALBED","TOT","1000HAB","A","2016",3.17,
"ITA","HOSPITALBED","TOT","1000HAB","A","2017",3.18,
"JPN","HOSPITALBED","TOT","1000HAB","A","2008",13.71,
"JPN","HOSPITALBED","TOT","1000HAB","A","2009",13.62,
"JPN","HOSPITALBED","TOT","1000HAB","A","2010",13.51,
"JPN","HOSPITALBED","TOT","1000HAB","A","2011",13.4,
"JPN","HOSPITALBED","TOT","1000HAB","A","2012",13.35,
"JPN","HOSPITALBED","TOT","1000HAB","A","2013",13.3,
"JPN","HOSPITALBED","TOT","1000HAB","A","2014",13.21,
"JPN","HOSPITALBED","TOT","1000HAB","A","2015",13.17,
"JPN","HOSPITALBED","TOT","1000HAB","A","2016",13.11,
"JPN","HOSPITALBED","TOT","1000HAB","A","2017",13.05,
"KOR","HOSPITALBED","TOT","1000HAB","A","2008",7.73,
"KOR","HOSPITALBED","TOT","1000HAB","A","2009",8.19,
"KOR","HOSPITALBED","TOT","1000HAB","A","2010",8.74,
"KOR","HOSPITALBED","TOT","1000HAB","A","2011",9.53,
"KOR","HOSPITALBED","TOT","1000HAB","A","2012",10.25,
"KOR","HOSPITALBED","TOT","1000HAB","A","2013",10.92,
"KOR","HOSPITALBED","TOT","1000HAB","A","2014",11.59,
"KOR","HOSPITALBED","TOT","1000HAB","A","2015",11.61,
"KOR","HOSPITALBED","TOT","1000HAB","A","2016",11.98,
"KOR","HOSPITALBED","TOT","1000HAB","A","2017",12.27,
"LUX","HOSPITALBED","TOT","1000HAB","A","2008",5.57,
"LUX","HOSPITALBED","TOT","1000HAB","A","2009",5.47,
"LUX","HOSPITALBED","TOT","1000HAB","A","2010",5.37,
"LUX","HOSPITALBED","TOT","1000HAB","A","2011",5.28,
"LUX","HOSPITALBED","TOT","1000HAB","A","2012",5.15,
"LUX","HOSPITALBED","TOT","1000HAB","A","2013",5.17,
"LUX","HOSPITALBED","TOT","1000HAB","A","2014",5.05,
"LUX","HOSPITALBED","TOT","1000HAB","A","2015",4.93,
"LUX","HOSPITALBED","TOT","1000HAB","A","2016",4.81,
"LUX","HOSPITALBED","TOT","1000HAB","A","2017",4.66,
"MEX","HOSPITALBED","TOT","1000HAB","A","2008",1.03,
"MEX","HOSPITALBED","TOT","1000HAB","A","2009",1.02,
"MEX","HOSPITALBED","TOT","1000HAB","A","2010",1.05,
"MEX","HOSPITALBED","TOT","1000HAB","A","2011",1.04,
"MEX","HOSPITALBED","TOT","1000HAB","A","2012",1.03,
"MEX","HOSPITALBED","TOT","1000HAB","A","2013",1.03,
"MEX","HOSPITALBED","TOT","1000HAB","A","2014",1.03,
"MEX","HOSPITALBED","TOT","1000HAB","A","2015",1,
"MEX","HOSPITALBED","TOT","1000HAB","A","2016",1,
"MEX","HOSPITALBED","TOT","1000HAB","A","2017",0.99,
"NLD","HOSPITALBED","TOT","1000HAB","A","2008",4.31,
"NLD","HOSPITALBED","TOT","1000HAB","A","2009",4.27,
"NLD","HOSPITALBED","TOT","1000HAB","A","2010",4.2,"B"
"NLD","HOSPITALBED","TOT","1000HAB","A","2011",4.05,"B"
"NLD","HOSPITALBED","TOT","1000HAB","A","2012",3.84,
"NLD","HOSPITALBED","TOT","1000HAB","A","2013",3.75,
"NLD","HOSPITALBED","TOT","1000HAB","A","2014",3.61,
"NLD","HOSPITALBED","TOT","1000HAB","A","2015",3.49,"B"
"NLD","HOSPITALBED","TOT","1000HAB","A","2016",3.41,
"NLD","HOSPITALBED","TOT","1000HAB","A","2017",3.28,
"NZL","HOSPITALBED","TOT","1000HAB","A","2009",2.41,
"NZL","HOSPITALBED","TOT","1000HAB","A","2010",2.75,
"NZL","HOSPITALBED","TOT","1000HAB","A","2011",2.82,
"NZL","HOSPITALBED","TOT","1000HAB","A","2012",2.83,
"NZL","HOSPITALBED","TOT","1000HAB","A","2013",2.78,
"NZL","HOSPITALBED","TOT","1000HAB","A","2014",2.76,
"NZL","HOSPITALBED","TOT","1000HAB","A","2015",2.72,
"NZL","HOSPITALBED","TOT","1000HAB","A","2016",2.74,
"NZL","HOSPITALBED","TOT","1000HAB","A","2017",2.73,
"NOR","HOSPITALBED","TOT","1000HAB","A","2008",4.64,
"NOR","HOSPITALBED","TOT","1000HAB","A","2009",4.52,
"NOR","HOSPITALBED","TOT","1000HAB","A","2010",4.3,
"NOR","HOSPITALBED","TOT","1000HAB","A","2011",4.19,
"NOR","HOSPITALBED","TOT","1000HAB","A","2012",3.97,
"NOR","HOSPITALBED","TOT","1000HAB","A","2013",3.86,
"NOR","HOSPITALBED","TOT","1000HAB","A","2014",3.84,
"NOR","HOSPITALBED","TOT","1000HAB","A","2015",3.76,
"NOR","HOSPITALBED","TOT","1000HAB","A","2016",3.68,
"NOR","HOSPITALBED","TOT","1000HAB","A","2017",3.6,
"POL","HOSPITALBED","TOT","1000HAB","A","2008",6.62,"B"
"POL","HOSPITALBED","TOT","1000HAB","A","2009",6.65,
"POL","HOSPITALBED","TOT","1000HAB","A","2010",6.61,
"POL","HOSPITALBED","TOT","1000HAB","A","2011",6.63,
"POL","HOSPITALBED","TOT","1000HAB","A","2012",6.63,"B"
"POL","HOSPITALBED","TOT","1000HAB","A","2013",6.61,
"POL","HOSPITALBED","TOT","1000HAB","A","2014",6.63,
"POL","HOSPITALBED","TOT","1000HAB","A","2015",6.63,
"POL","HOSPITALBED","TOT","1000HAB","A","2016",6.64,
"POL","HOSPITALBED","TOT","1000HAB","A","2017",6.62,
"PRT","HOSPITALBED","TOT","1000HAB","A","2008",3.39,
"PRT","HOSPITALBED","TOT","1000HAB","A","2009",3.37,
"PRT","HOSPITALBED","TOT","1000HAB","A","2010",3.37,
"PRT","HOSPITALBED","TOT","1000HAB","A","2011",3.37,
"PRT","HOSPITALBED","TOT","1000HAB","A","2012",3.41,
"PRT","HOSPITALBED","TOT","1000HAB","A","2013",3.39,
"PRT","HOSPITALBED","TOT","1000HAB","A","2014",3.32,
"PRT","HOSPITALBED","TOT","1000HAB","A","2015",3.37,
"PRT","HOSPITALBED","TOT","1000HAB","A","2016",3.39,
"PRT","HOSPITALBED","TOT","1000HAB","A","2017",3.39,
"SVK","HOSPITALBED","TOT","1000HAB","A","2008",6.59,
"SVK","HOSPITALBED","TOT","1000HAB","A","2009",6.54,
"SVK","HOSPITALBED","TOT","1000HAB","A","2010",6.46,
"SVK","HOSPITALBED","TOT","1000HAB","A","2011",6.05,
"SVK","HOSPITALBED","TOT","1000HAB","A","2012",5.91,
"SVK","HOSPITALBED","TOT","1000HAB","A","2013",5.8,
"SVK","HOSPITALBED","TOT","1000HAB","A","2014",5.79,
"SVK","HOSPITALBED","TOT","1000HAB","A","2015",5.75,
"SVK","HOSPITALBED","TOT","1000HAB","A","2016",5.78,
"SVK","HOSPITALBED","TOT","1000HAB","A","2017",5.82,
"ESP","HOSPITALBED","TOT","1000HAB","A","2008",3.2,
"ESP","HOSPITALBED","TOT","1000HAB","A","2009",3.16,
"ESP","HOSPITALBED","TOT","1000HAB","A","2010",3.11,"B"
"ESP","HOSPITALBED","TOT","1000HAB","A","2011",3.05,
"ESP","HOSPITALBED","TOT","1000HAB","A","2012",2.99,
"ESP","HOSPITALBED","TOT","1000HAB","A","2013",2.96,
"ESP","HOSPITALBED","TOT","1000HAB","A","2014",2.97,
"ESP","HOSPITALBED","TOT","1000HAB","A","2015",2.98,
"ESP","HOSPITALBED","TOT","1000HAB","A","2016",2.97,
"ESP","HOSPITALBED","TOT","1000HAB","A","2017",2.97,
"SWE","HOSPITALBED","TOT","1000HAB","A","2008",2.81,
"SWE","HOSPITALBED","TOT","1000HAB","A","2009",2.76,
"SWE","HOSPITALBED","TOT","1000HAB","A","2010",2.73,
"SWE","HOSPITALBED","TOT","1000HAB","A","2011",2.7,
"SWE","HOSPITALBED","TOT","1000HAB","A","2012",2.66,"B"
"SWE","HOSPITALBED","TOT","1000HAB","A","2013",2.59,
"SWE","HOSPITALBED","TOT","1000HAB","A","2014",2.54,
"SWE","HOSPITALBED","TOT","1000HAB","A","2015",2.44,
"SWE","HOSPITALBED","TOT","1000HAB","A","2016",2.34,
"SWE","HOSPITALBED","TOT","1000HAB","A","2017",2.21,
"CHE","HOSPITALBED","TOT","1000HAB","A","2008",5.21,
"CHE","HOSPITALBED","TOT","1000HAB","A","2009",5.1,
"CHE","HOSPITALBED","TOT","1000HAB","A","2010",5.19,
"CHE","HOSPITALBED","TOT","1000HAB","A","2011",5.05,
"CHE","HOSPITALBED","TOT","1000HAB","A","2012",4.97,
"CHE","HOSPITALBED","TOT","1000HAB","A","2013",4.85,
"CHE","HOSPITALBED","TOT","1000HAB","A","2014",4.73,
"CHE","HOSPITALBED","TOT","1000HAB","A","2015",4.73,
"CHE","HOSPITALBED","TOT","1000HAB","A","2016",4.69,
"CHE","HOSPITALBED","TOT","1000HAB","A","2017",4.65,
"TUR","HOSPITALBED","TOT","1000HAB","A","2008",2.58,
"TUR","HOSPITALBED","TOT","1000HAB","A","2009",2.62,
"TUR","HOSPITALBED","TOT","1000HAB","A","2010",2.74,
"TUR","HOSPITALBED","TOT","1000HAB","A","2011",2.62,
"TUR","HOSPITALBED","TOT","1000HAB","A","2012",2.66,
"TUR","HOSPITALBED","TOT","1000HAB","A","2013",2.65,
"TUR","HOSPITALBED","TOT","1000HAB","A","2014",2.68,
"TUR","HOSPITALBED","TOT","1000HAB","A","2015",2.68,
"TUR","HOSPITALBED","TOT","1000HAB","A","2016",2.75,
"TUR","HOSPITALBED","TOT","1000HAB","A","2017",2.81,
"GBR","HOSPITALBED","TOT","1000HAB","A","2008",3.33,
"GBR","HOSPITALBED","TOT","1000HAB","A","2009",3.26,
"GBR","HOSPITALBED","TOT","1000HAB","A","2010",2.93,"B"
"GBR","HOSPITALBED","TOT","1000HAB","A","2011",2.88,
"GBR","HOSPITALBED","TOT","1000HAB","A","2012",2.81,
"GBR","HOSPITALBED","TOT","1000HAB","A","2013",2.76,
"GBR","HOSPITALBED","TOT","1000HAB","A","2014",2.73,
"GBR","HOSPITALBED","TOT","1000HAB","A","2015",2.61,
"GBR","HOSPITALBED","TOT","1000HAB","A","2016",2.57,
"GBR","HOSPITALBED","TOT","1000HAB","A","2017",2.54,
"USA","HOSPITALBED","TOT","1000HAB","A","2008",3.13,
"USA","HOSPITALBED","TOT","1000HAB","A","2009",3.08,
"USA","HOSPITALBED","TOT","1000HAB","A","2010",3.05,
"USA","HOSPITALBED","TOT","1000HAB","A","2011",2.97,
"USA","HOSPITALBED","TOT","1000HAB","A","2012",2.93,
"USA","HOSPITALBED","TOT","1000HAB","A","2013",2.89,
"USA","HOSPITALBED","TOT","1000HAB","A","2014",2.83,
"USA","HOSPITALBED","TOT","1000HAB","A","2015",2.8,
"USA","HOSPITALBED","TOT","1000HAB","A","2016",2.77,
"USA","HOSPITALBED","TOT","1000HAB","A","2017",2.87,"B"
"BRA","HOSPITALBED","TOT","1000HAB","A","2008",2.44,
"BRA","HOSPITALBED","TOT","1000HAB","A","2009",2.43,
"BRA","HOSPITALBED","TOT","1000HAB","A","2010",2.37,
"BRA","HOSPITALBED","TOT","1000HAB","A","2011",2.34,
"BRA","HOSPITALBED","TOT","1000HAB","A","2012",2.3,
"CHL","HOSPITALBED","TOT","1000HAB","A","2008",2.28,
"CHL","HOSPITALBED","TOT","1000HAB","A","2009",2.27,
"CHL","HOSPITALBED","TOT","1000HAB","A","2010",2.04,
"CHL","HOSPITALBED","TOT","1000HAB","A","2011",2.22,
"CHL","HOSPITALBED","TOT","1000HAB","A","2012",2.17,
"CHL","HOSPITALBED","TOT","1000HAB","A","2013",2.17,
"CHL","HOSPITALBED","TOT","1000HAB","A","2014",2.12,
"CHL","HOSPITALBED","TOT","1000HAB","A","2015",2.14,
"CHL","HOSPITALBED","TOT","1000HAB","A","2016",2.12,
"CHL","HOSPITALBED","TOT","1000HAB","A","2017",2.11,
"CHN","HOSPITALBED","TOT","1000HAB","A","2008",2.13,
"CHN","HOSPITALBED","TOT","1000HAB","A","2009",2.29,
"CHN","HOSPITALBED","TOT","1000HAB","A","2010",2.47,
"CHN","HOSPITALBED","TOT","1000HAB","A","2011",2.69,
"CHN","HOSPITALBED","TOT","1000HAB","A","2012",3.01,
"CHN","HOSPITALBED","TOT","1000HAB","A","2013",3.29,
"CHN","HOSPITALBED","TOT","1000HAB","A","2014",3.55,
"CHN","HOSPITALBED","TOT","1000HAB","A","2015",3.79,
"CHN","HOSPITALBED","TOT","1000HAB","A","2016",4.02,
"CHN","HOSPITALBED","TOT","1000HAB","A","2017",4.31,
"EST","HOSPITALBED","TOT","1000HAB","A","2008",5.63,
"EST","HOSPITALBED","TOT","1000HAB","A","2009",5.37,
"EST","HOSPITALBED","TOT","1000HAB","A","2010",5.27,
"EST","HOSPITALBED","TOT","1000HAB","A","2011",5.36,
"EST","HOSPITALBED","TOT","1000HAB","A","2012",5.53,
"EST","HOSPITALBED","TOT","1000HAB","A","2013",5.01,"B"
"EST","HOSPITALBED","TOT","1000HAB","A","2014",5.01,
"EST","HOSPITALBED","TOT","1000HAB","A","2015",4.96,
"EST","HOSPITALBED","TOT","1000HAB","A","2016",4.76,
"EST","HOSPITALBED","TOT","1000HAB","A","2017",4.69,
"IND","HOSPITALBED","TOT","1000HAB","A","2008",0.41,
"IND","HOSPITALBED","TOT","1000HAB","A","2009",0.44,
"IND","HOSPITALBED","TOT","1000HAB","A","2010",0.47,
"IND","HOSPITALBED","TOT","1000HAB","A","2011",0.63,
"IND","HOSPITALBED","TOT","1000HAB","A","2012",0.49,
"IND","HOSPITALBED","TOT","1000HAB","A","2013",0.49,
"IND","HOSPITALBED","TOT","1000HAB","A","2014",0.52,
"IND","HOSPITALBED","TOT","1000HAB","A","2015",0.58,
"IND","HOSPITALBED","TOT","1000HAB","A","2016",0.48,
"IND","HOSPITALBED","TOT","1000HAB","A","2017",0.53,
"IDN","HOSPITALBED","TOT","1000HAB","A","2009",0.59,
"IDN","HOSPITALBED","TOT","1000HAB","A","2010",0.57,
"IDN","HOSPITALBED","TOT","1000HAB","A","2011",0.62,
"IDN","HOSPITALBED","TOT","1000HAB","A","2012",0.83,
"IDN","HOSPITALBED","TOT","1000HAB","A","2013",0.99,
"IDN","HOSPITALBED","TOT","1000HAB","A","2014",0.94,
"IDN","HOSPITALBED","TOT","1000HAB","A","2015",0.98,
"IDN","HOSPITALBED","TOT","1000HAB","A","2016",0.99,
"IDN","HOSPITALBED","TOT","1000HAB","A","2017",1.04,
"ISR","HOSPITALBED","TOT","1000HAB","A","2008",3.3,
"ISR","HOSPITALBED","TOT","1000HAB","A","2009",3.19,
"ISR","HOSPITALBED","TOT","1000HAB","A","2010",3.16,
"ISR","HOSPITALBED","TOT","1000HAB","A","2011",3.14,
"ISR","HOSPITALBED","TOT","1000HAB","A","2012",3.1,
"ISR","HOSPITALBED","TOT","1000HAB","A","2013",3.09,
"ISR","HOSPITALBED","TOT","1000HAB","A","2014",3.08,
"ISR","HOSPITALBED","TOT","1000HAB","A","2015",3.03,
"ISR","HOSPITALBED","TOT","1000HAB","A","2016",2.99,
"ISR","HOSPITALBED","TOT","1000HAB","A","2017",3.02,
"RUS","HOSPITALBED","TOT","1000HAB","A","2008",9.85,
"RUS","HOSPITALBED","TOT","1000HAB","A","2009",9.68,
"RUS","HOSPITALBED","TOT","1000HAB","A","2010",9.41,
"RUS","HOSPITALBED","TOT","1000HAB","A","2011",9.42,
"RUS","HOSPITALBED","TOT","1000HAB","A","2012",9.3,
"RUS","HOSPITALBED","TOT","1000HAB","A","2013",9.07,
"RUS","HOSPITALBED","TOT","1000HAB","A","2014",8.81,"B"
"RUS","HOSPITALBED","TOT","1000HAB","A","2015",8.35,
"RUS","HOSPITALBED","TOT","1000HAB","A","2016",8.16,
"RUS","HOSPITALBED","TOT","1000HAB","A","2017",8.05,
"SVN","HOSPITALBED","TOT","1000HAB","A","2008",4.74,
"SVN","HOSPITALBED","TOT","1000HAB","A","2009",4.6,
"SVN","HOSPITALBED","TOT","1000HAB","A","2010",4.57,
"SVN","HOSPITALBED","TOT","1000HAB","A","2011",4.62,
"SVN","HOSPITALBED","TOT","1000HAB","A","2012",4.54,
"SVN","HOSPITALBED","TOT","1000HAB","A","2013",4.55,
"SVN","HOSPITALBED","TOT","1000HAB","A","2014",4.54,
"SVN","HOSPITALBED","TOT","1000HAB","A","2015",4.51,
"SVN","HOSPITALBED","TOT","1000HAB","A","2016",4.49,
"SVN","HOSPITALBED","TOT","1000HAB","A","2017",4.5,
"ZAF","HOSPITALBED","TOT","1000HAB","A","2008",2.39,
"ZAF","HOSPITALBED","TOT","1000HAB","A","2010",2.3,
"COL","HOSPITALBED","TOT","1000HAB","A","2010",1.48,
"COL","HOSPITALBED","TOT","1000HAB","A","2011",1.45,
"COL","HOSPITALBED","TOT","1000HAB","A","2012",1.48,
"COL","HOSPITALBED","TOT","1000HAB","A","2013",1.54,
"COL","HOSPITALBED","TOT","1000HAB","A","2014",1.59,
"COL","HOSPITALBED","TOT","1000HAB","A","2015",1.61,
"COL","HOSPITALBED","TOT","1000HAB","A","2016",1.68,
"COL","HOSPITALBED","TOT","1000HAB","A","2017",1.7,
"LVA","HOSPITALBED","TOT","1000HAB","A","2008",7.77,
"LVA","HOSPITALBED","TOT","1000HAB","A","2009",6.74,
"LVA","HOSPITALBED","TOT","1000HAB","A","2010",5.68,
"LVA","HOSPITALBED","TOT","1000HAB","A","2011",5.88,
"LVA","HOSPITALBED","TOT","1000HAB","A","2012",5.89,
"LVA","HOSPITALBED","TOT","1000HAB","A","2013",5.8,
"LVA","HOSPITALBED","TOT","1000HAB","A","2014",5.66,
"LVA","HOSPITALBED","TOT","1000HAB","A","2015",5.69,
"LVA","HOSPITALBED","TOT","1000HAB","A","2016",5.72,
"LVA","HOSPITALBED","TOT","1000HAB","A","2017",5.57,
"LTU","HOSPITALBED","TOT","1000HAB","A","2008",7.18,
"LTU","HOSPITALBED","TOT","1000HAB","A","2009",7.18,
"LTU","HOSPITALBED","TOT","1000HAB","A","2010",7.16,
"LTU","HOSPITALBED","TOT","1000HAB","A","2011",7.43,
"LTU","HOSPITALBED","TOT","1000HAB","A","2012",7.45,
"LTU","HOSPITALBED","TOT","1000HAB","A","2013",7.31,
"LTU","HOSPITALBED","TOT","1000HAB","A","2014",7.26,
